uid,tenant_id,table_name,display_name,availability,properties,created_by,date_created,date_modified,modified_by
7045c5ca-6e4f-474f-914a-e6db265870cb,1076,household,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
91800783211d4470b7ebbed4429be4bc,0,mlproductdna,,[],"{""Availability"":""ML"",""Group"":""Unknown"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
ce31acd4d55b4a3c8c504e92306a5caf,0,ml_out_mc_summary,,[],"{""Immutable"":""true"",""Availability"":""CONTENT,ML"",""Group"":""ML"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
570e5ba6-c65d-4dab-8e92-ef9da5793e5d,1033,couponhistory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,2024-02-07 19:50,
696e1102-1f43-11ed-afba-4201ac1b0fca,1067,c_transactiontender,Transaction Tender,null,"{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:38,system
fec8c03a-e9b5-4a42-b8bc-7156673e75d8,1067,address,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,2023-08-24 20:21,
0071e116-0cba-4107-b66d-d209c75877d9,1080,address,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
89f1b335-c790-4bd3-877e-d960f1830446,1086,ml_out_meta_clustering_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
8a334664-a4ec-489e-962c-94795b189586,1089,ml_out_meta_likelihood_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
5de85d14-a49f-41fe-930e-d1f68edb8093,1041,mastercustomer,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
37d1385f16904d4db0f81e184f22dd67,0,account,,[],"{""Availability"":""CAMPAIGN,CONTENT"",""Group"":""DW"",""Type"":""Permanent"",""TimeTravelRetentionInDays"":""90"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
737793a9-e21d-4056-89ee-34c2fe461c3f,1038,audiencehistory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
8e3c0f18-c655-4ba2-a185-f63d374ae9d8,1086,ml_out_meta_regression_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
696e106a-1f43-11ed-afba-4201ac1b0fca,1028,c_customfiscalcalendar,Custom Fiscal Calendar,null,"{""Group"":""DW"",""Type"":""Permanent""}",system,2022-08-18 22:16,2022-08-18 22:16,system
28a3758b-26f6-447d-80fb-85b8f886c1e2,1076,productcategorysummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
894bcf92-6496-4cc4-b268-a418c3f64239,1080,productsummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
52fc9d5a-9ae2-4c91-b532-e3101905f3a7,1038,ml_out_meta_regression_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
8b48f02e-aa19-4cc4-9642-5366cdf2e355,1033,timesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
bd2ae675-73f4-45ae-817c-f06960783a6b,10169,timesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
df5d7d6b-3277-42e6-b8d3-f344f22e937c,10169,address,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,2023-10-18 07:02,
11e33b30-0d90-46b6-a68b-160a28a74aaa,1089,customerfirsttransactionproductcategory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
7391d5ae-63c3-403a-bdf2-c0c3ed77a3d9,10169,ml_out_meta_likelihood_evaluation_metrics,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
2f54350eeb8a4301ae0eadaf5296a5c5,10175,customeraddressxref,,,"{""ShareEnabled"":""true""}",system,2022-09-30 05:03,2023-05-18 17:49,
eabe83a052464a8999e517a09b5740c5,0,paymentmethod,,[],"{""Availability"":""EXPORT"",""Group"":""DW"",""Type"":""Permanent"",""TimeTravelRetentionInDays"":""90"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
696e1108-1f43-11ed-afba-4201ac1b0fca,1067,c_dateattributes,Date Attributes,null,"{""Group"":""DW"",""Type"":""Permanent""}",system,2022-08-18 22:16,2022-08-18 22:16,system
5165a909-a3a8-458b-8cb3-0ccf62e08711,10169,ml_out_meta_likelihood_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
34e22655-017f-40bf-929f-b73d4c6c50e8,1086,address,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,2023-01-31 07:44,
696e1169-1f43-11ed-afba-4201ac1b0fca,10114,c_domaintechnologyxref,Domain Technology Cross-Reference,"[""API"",""EXPORT"",""CONTENT"",""CAMPAIGN""]","{""Group"":""DW"",""Type"":""Permanent""}",system,2022-08-18 22:16,2022-08-18 22:16,system
4d503717-4d77-42c8-93e8-e255362eb10d,1080,customer,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
2b5226d9-922f-4b49-bcb6-e2a1b83feb4b,1067,householdsummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
696e1120-1f43-11ed-afba-4201ac1b0fca,1071,c_dateattributes,Date Attributes,null,"{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:39,system
2bee4d51-b812-47ef-bddd-9bd0b125d1da,10169,promotiontypesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,2022-12-13 19:56,
332de2c1-aad7-4419-b61e-66404d4e1e0c,1067,promotiontypesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
5df6bab044af43dbbc76a8a95eb702e8,0,organizationsummary,,[],"{""Immutable"":""true"",""Availability"":""SUMMARY,CONTENT"",""Group"":""BI"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
25898004-fb6d-41b7-bb8a-e9e62f146567,1033,audiencehistory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
afdb0fe76ead4f5cb977288a862c1ad2,10175,c_customercreditcardxref,,,"{""Group"":""DW"",""Type"":""Permanent"",""description"":""Customer Credit Card Cross-Reference"",""TimeTravelRetentionInDays"":""30""}",lemuel.gomez@acquia.com,2023-01-26 10:16,2023-01-27 09:25,lemuel.gomez@acquia.com
696e11c7-1f43-11ed-afba-4201ac1b0fca,10175,c_customergroupmemberships,,,"{""Group"":""DW"",""Type"":""Permanent""}",system,2022-08-18 22:16,2022-09-30 05:04,
696e11ed-1f43-11ed-afba-4201ac1b0fca,10184,c_countrymap,Country Map,null,"{""Group"":""DW"",""Type"":""Permanent""}",system,2022-08-18 22:16,2022-08-18 22:16,system
88063404-ad19-44bd-b43b-943cee38007e,1041,audiencehistory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
397fc552-c28b-41dd-8725-feca06a2bc3f,1076,ml_out_meta_clustering_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
dc6eb072-bce6-4008-918d-b38226d24d54,1038,promotiontypesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,2022-12-14 23:34,
7c0292c4e0a6483f9d7fa11025e876d8,10114,account,,,{},system,2020-11-05 12:59,2021-02-04 08:48,
696e10d4-1f43-11ed-afba-4201ac1b0fca,1041,c_dateattributes,Date Attributes,null,"{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:36,system
696e10e1-1f43-11ed-afba-4201ac1b0fca,1041,c_bin,Bin,null,"{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:36,system
696e11d9-1f43-11ed-afba-4201ac1b0fca,10180,c_customerappend,,,"{""Group"":""DW"",""ShareEnabled"":""true"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent""}",system,2022-08-18 22:16,2023-01-10 09:20,
696e118d-1f43-11ed-afba-4201ac1b0fca,10169,c_edq,,,"{""Group"":""DW"",""ShareEnabled"":""true"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent""}",system,2022-08-18 22:16,2023-10-18 07:02,
00a9bb10-cbef-40c4-a3bd-dd62f027b81b,1076,ml_out_meta_regression_evaluation_metrics,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
3bfd70ff-ea40-4e3a-a9e6-764fb313d384,1031,promotiontypesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
cdd1fc01-fbab-489b-a66d-913b2c808f00,1038,ml_out_meta_likelihood_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
696e10fa-1f43-11ed-afba-4201ac1b0fca,1067,c_transactioncouponxref,Transaction Coupon Cross-Reference,null,"{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:38,system
546e5db4-fed9-4bbd-9b3f-83de4560d1b6,1076,ml_out_meta_regression_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
feb2de62-7b11-4e40-ba30-ab616694f9af,1089,ml_out_meta_regression_evaluation_metrics,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
db31bf0e-dd3b-4eeb-9e4a-7a4532bdff50,10169,household,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
27b121bd-b55d-4e76-aba3-a0d6fe1fc7d6,1080,event,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
3da91b91-a1fa-4a0a-b308-eebc9a047e65,1033,ml_out_meta_regression_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
9d31cca3-290d-457d-a7f3-87fea15a9dcf,1086,transactionpaymentmethodxref,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,2023-01-31 07:45,
75cc354d-8ecf-4d2f-b2b3-0ca9e21f7da5,1041,ml_out_meta_likelihood_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
2a5ca34c-bd9c-481b-8acf-d446d744747e,1086,ml_out_meta_regression_evaluation_metrics,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
86f5232c-b85a-44e4-812b-2e276bb94eb4,1031,transactionpaymentmethodxref,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,2023-10-12 17:04,
4182e811-3ad2-4b7b-8a0f-aac057e3d532,1067,productcategorysummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
19294873bfa04504b967cea6f1299b7c,0,dispatch,,[],"{""Group"":""DW"",""Type"":""Permanent"",""TimeTravelRetentionInDays"":""90"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
696e1081-1f43-11ed-afba-4201ac1b0fca,1031,c_customergroupmemberships,,,"{""Group"":""DW"",""Type"":""Permanent""}",system,2022-08-18 22:16,2023-10-12 17:04,
2462d6c8-308f-4f9e-a673-0936470d5d64,1033,promotiontypesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
facd4477-ea21-45be-a4cb-98ba0610e515,1086,household,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
6f33c950-6bda-4b73-b979-273229bace3f,1071,ml_out_meta_clustering_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
fc9e39d4b7b64057bf16bda24b2aef21,0,couponhistory,,[],"{""Availability"":""CONTENT"",""Group"":""DW"",""Type"":""Permanent"",""TimeTravelRetentionInDays"":""90"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""PartitionType"":""MARKED_COL"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
1ccb10daf0f44ce7b84b0223145f99d6,0,transactionitemmessagexref,,[],"{""Group"":""DW"",""Type"":""Permanent"",""TimeTravelRetentionInDays"":""90"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
dbb1c2b8673042208bd12bf1638ef153,0,productproperties,,[],"{""Group"":""DW"",""Type"":""Permanent"",""TimeTravelRetentionInDays"":""90"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
696e10cc-1f43-11ed-afba-4201ac1b0fca,1041,c_transactiontender,Transaction Tender,null,"{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:36,system
5a029fd2-1eec-4549-aa88-33dbd59cf77a,1041,transactionitemmessagexref,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
6ab03865-ff75-45cc-b809-9e0d5a46b96c,1033,organizationsummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
265dab95-17a6-460e-929a-d574d8a4af29,10169,transactionpaymentmethodxref,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,2023-10-18 07:02,
2703075943254e85b40a5ecd6259270d,0,ml_out_meta_clustering_evaluation,,[],"{""Availability"":""CUBE,EXPORT"",""Group"":""ML"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
05fa076e-bd16-446a-9817-cb3c11893a78,1041,ml_out_meta_likelihood_evaluation_metrics,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
8dd27cb5-be1e-42ac-8dbc-39bfcb55340e,1080,timesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
410768fb-7ccc-4748-b9c3-cec4f628000c,1038,ml_out_meta_clustering_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
2551b30c-773a-4d49-b263-d3fa1071c0c5,1071,couponhistory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
e07774ee-4fb1-4e36-91aa-9659b707b682,1071,promotiontypesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
39d5e046f04c4455a8cd6fd48c06f3f5,0,ml_out_mc_likelihood_lte_a,,[],"{""Availability"":""ML"",""Group"":""Unknown"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""PartitionType"":""MARKED_COL"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
dc255bc920b34510be912da56173d6e1,0,mlpropensity,,[],"{""Availability"":""ML"",""Group"":""Unknown"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
ace2d278-ccd7-4b9d-b51d-3129f7ce9f82,1089,mastercustomer,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
c5688a00628644efa714f8d7475f3fee,0,zipcloseststores,,[],"{""Group"":""BI"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
cd9a0170-47a4-4eca-80ff-e0482a3a468b,1076,productcategoryxref,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
8e92899f-f099-4ea2-b20a-33c68142239e,10169,householdsummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
5871f921ee664a65931bd42ad5c6fe88,1031,c_breadfinancial,,,"{""Group"":""DW"",""Type"":""Permanent""}",corina.demeo@acquia.com,2023-06-14 16:35,2023-10-12 17:04,
696e115a-1f43-11ed-afba-4201ac1b0fca,1089,c_customerappend,Customer Append,"[""CONTENT"",""CAMPAIGN""]","{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:36,system
d0ea2584-75c4-40bb-9de0-a4d8ed4e4cd9,1067,customerfirsttransactionproductcategory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:38,,
85e4b6eb-38c3-4ca2-8a59-ae7d0b0a3942,1086,productcategoryxref,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
696e1193-1f43-11ed-afba-4201ac1b0fca,10169,c_customercctoken,,,"{""Group"":""DW"",""ShareEnabled"":""true"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent""}",system,2022-08-18 22:16,2023-10-18 07:02,
42249c3d-fbc6-47a1-9fff-291a779b4289,1076,customerfirsttransactionproductcategory,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
3cd97782-27e4-4a64-a4e2-c4b9b493a611,10169,productcategorysummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
76a69e0b-8c59-41c1-908c-4d53c4533b5a,1071,timesummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
7d34ef39411541b4a933d0d62b532583,0,mlbrandclusteringinput,,[],"{""Availability"":""ML"",""Group"":""Unknown"",""Type"":""Transient"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
bc5a16b8-d2e8-4c07-ae32-5961c9ac4809,1089,transactionitemmessagexref,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:36,,
d68de1a0-3b3e-4d62-bb63-30b64e76d856,1033,ml_out_meta_likelihood_evaluation,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:37,,
2029967b-3529-4781-8c67-1d46726d527f,1086,organizationsummary,,,"{""ShareEnabled"":""true""}",system,2022-08-30 21:39,,
7fea1627be244969898948a3dfb35c25,0,transactionpaymentmethodxref,,[],"{""Availability"":""EXPORT"",""Group"":""DW"",""Type"":""Permanent"",""TimeTravelRetentionInDays"":""90"",""ShareName"":""A1SF_SHARE_\u003cenv_id\u003e_\u003ctenant_id\u003e"",""PartitionType"":""TIMESTAMP"",""ShareEnabled"":""false""}",system,2022-06-22 21:55,2024-06-25 21:09,system
696e10a4-1f43-11ed-afba-4201ac1b0fca,1033,c_tender,Tender,null,"{""Group"":""DW"",""ShareName"":""A1SF_SHARE_u003cenv_idu003e_u003ctenant_idu003e"",""Type"":""Permanent"",""ShareEnabled"":""true""}",system,2022-08-18 22:16,2022-08-30 21:37,system
